"Station";"longitude";"latitude";"Matrix";"Substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfStatus";"Datatype"
"2";20.97167;55.92167;"Water";"PFOS";"Org";2.307692308;"All";"+";"H";"H";"All"
"20";20.8;55.63333;"Sediment";"CD";"HM";3.802517162;"All";"+";"H";"H";"All"
"20";20.8;55.63333;"Sediment";"PB";"HM";0.843859649;"All";"+";"H";"H";"All"
"20";20.8;55.63333;"Water";"PFOS";"Org";1.538461538;"All";"+";"H";"H";"All"
"23b";23.2866666666667;59.3045;"Water";"CS-137";"Rad";1.503528565;"All";"+";"H";"H";"All"
"2WM";19.72463;54.44713;"Water";"CD";"HM";0.25;"All";"+";"H";"H";"All"
"2ZP";14.498;53.981;"Water";"CD";"HM";0.518177698;"All";"+";"H";"H";"All"
"2ZP";14.498;53.981;"Water";"PB";"HM";0.547214355;"All";"+";"H";"H";"All"
"38G9";19.5;54.75;"Biota";"SDX";"Org";0.404231848;"All";"+";"H";"H";"All"
"3ZP";15.065;54.113;"Water";"CD";"HM";0.5;"All";"+";"H";"H";"All"
"3ZP";15.065;54.113;"Water";"PB";"HM";0.595843592;"All";"+";"H";"H";"All"
"40H0";20.5;55.75;"Biota";"SCB6";"Org";0.10609519;"All";"+";"H";"H";"All"
"40H0";20.5;55.75;"Biota";"SCB6";"Org";0.065981081;"All";"+";"H";"H";"All"
"40H0";20.5;55.75;"Biota";"SDX";"Org";0.610484068;"All";"+";"H";"H";"All"
"40H0";20.5;55.75;"Biota";"SDX";"Org";0.352721786;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"HG";"HM";1.134425189;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"HG";"HM";1.212758057;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"HG";"HM";1.670413951;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"PB";"HM";2.441968139;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"PB";"HM";8.06179637;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"PFOS";"Org";0.06109732;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"PFOS";"Org";0.04206366;"All";"+";"H";"H";"All"
"473";20.75;55.91667;"Biota";"PFOS";"Org";0.086326358;"All";"+";"H";"H";"All"
"475";20.75;55.58333;"Biota";"HG";"HM";0.65;"All";"+";"H";"H";"All"
"475";20.75;55.58333;"Biota";"HG";"HM";1.400767522;"All";"+";"H";"H";"All"
"475";20.75;55.58333;"Biota";"HG";"HM";1.991343967;"All";"+";"H";"H";"All"
"475";20.75;55.58333;"Biota";"PB";"HM";2.487632168;"All";"+";"H";"H";"All"
"475";20.75;55.58333;"Biota";"PB";"HM";2.342083242;"All";"+";"H";"H";"All"
"475";20.75;55.58333;"Biota";"PFOS";"Org";0.025714286;"All";"+";"H";"H";"All"
"475";20.75;55.58333;"Biota";"PFOS";"Org";0.036813187;"All";"+";"H";"H";"All"
"476";20.75;55.41667;"Biota";"HG";"HM";2.25;"All";"+";"H";"H";"All"
"476";20.75;55.41667;"Biota";"HG";"HM";1.5;"All";"+";"H";"H";"All"
"476";20.75;55.41667;"Biota";"HG";"HM";1.7;"All";"+";"H";"H";"All"
"476";20.75;55.41667;"Biota";"PB";"HM";3.461538462;"All";"+";"H";"H";"All"
"476";20.75;55.41667;"Biota";"PB";"HM";5.384615385;"All";"+";"H";"H";"All"
"4ZP";15.291;54.167;"Water";"CD";"HM";0.5;"All";"+";"H";"H";"All"
"4ZP";15.291;54.167;"Water";"PB";"HM";1.538461538;"All";"+";"H";"H";"All"
"505";20.58333;55.75;"Biota";"HG";"HM";1.05;"All";"+";"H";"H";"All"
"505";20.58333;55.75;"Biota";"HG";"HM";1.486606875;"All";"+";"H";"H";"All"
"505";20.58333;55.75;"Biota";"PB";"HM";1.923076923;"All";"+";"H";"H";"All"
"505";20.58333;55.75;"Biota";"PB";"HM";2.25910387;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"HG";"HM";1.388655525;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"HG";"HM";0.674516513;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"HG";"HM";1.705480095;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"PB";"HM";1.923076923;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"PB";"HM";1.462786003;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"PFOS";"Org";0.096703297;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"PFOS";"Org";0.103296703;"All";"+";"H";"H";"All"
"506";20.58333;55.58333;"Biota";"PFOS";"Org";0.103296703;"All";"+";"H";"H";"All"
"534";20.41667;55.91667;"Biota";"HG";"HM";0.670820393;"All";"+";"H";"H";"All"
"534";20.41667;55.91667;"Biota";"HG";"HM";1.6;"All";"+";"H";"H";"All"
"534";20.41667;55.91667;"Biota";"HG";"HM";3.8;"All";"+";"H";"H";"All"
"534";20.41667;55.91667;"Biota";"PB";"HM";1.923076923;"All";"+";"H";"H";"All"
"534";20.41667;55.91667;"Biota";"PB";"HM";3;"All";"+";"H";"H";"All"
"534";20.41667;55.91667;"Biota";"PFOS";"Org";0.173626374;"All";"+";"H";"H";"All"
"535";20.41667;55.75;"Biota";"HG";"HM";1.06653645;"All";"+";"H";"H";"All"
"535";20.41667;55.75;"Biota";"HG";"HM";1.747855829;"All";"+";"H";"H";"All"
"535";20.41667;55.75;"Biota";"PB";"HM";2.432521277;"All";"+";"H";"H";"All"
"535";20.41667;55.75;"Biota";"PB";"HM";4.300130726;"All";"+";"H";"H";"All"
"594";20.08333;55.91667;"Biota";"HG";"HM";1.95;"All";"+";"H";"H";"All"
"594";20.08333;55.91667;"Biota";"HG";"HM";2.9;"All";"+";"H";"H";"All"
"594";20.08333;55.91667;"Biota";"PB";"HM";1.923076923;"All";"+";"H";"H";"All"
"594";20.08333;55.91667;"Biota";"PB";"HM";2.076923077;"All";"+";"H";"H";"All"
"596";20.08333;55.58333;"Biota";"HG";"HM";1.55;"All";"+";"H";"H";"All"
"5ZP";15.557;54.204;"Water";"CD";"HM";0.5;"All";"+";"H";"H";"All"
"5ZP";15.557;54.204;"Water";"PB";"HM";1.538461538;"All";"+";"H";"H";"All"
"6WM";19.633;54.4;"Water";"CD";"HM";0.25;"All";"+";"H";"H";"All"
"6WM";19.633;54.4;"Water";"PB";"HM";0.769230769;"All";"+";"H";"H";"All"
"6ZP";16.125;54.295;"Water";"CD";"HM";0.5;"All";"+";"H";"H";"All"
"6ZP";16.125;54.295;"Water";"PB";"HM";1.538461538;"All";"+";"H";"H";"All"
"7ZP";16.361;54.451;"Water";"CD";"HM";0.5;"All";"+";"H";"H";"All"
"7ZP";16.361;54.451;"Water";"PB";"HM";1.538461538;"All";"+";"H";"H";"All"
"8WM";19.283;54.3;"Water";"CD";"HM";0.25;"All";"+";"H";"H";"All"
"8WM";19.283;54.3;"Water";"PB";"HM";0.769230769;"All";"+";"H";"H";"All"
"A5";23.2327666666667;65.1671333333333;"Water";"CS-137";"Rad";1.203855538;"All";"+";"H";"H";"All"
"Abbekås";13.61167;55.31667;"Biota";"HBCD";"Org";0.005624158;"All";"+";"H";"H";"All"
"Abbekås";13.61167;55.31667;"Biota";"HG";"HM";0.593002249;"All";"+";"H";"H";"All"
"Abbekås";13.61167;55.31667;"Biota";"PB";"HM";0.714190466;"All";"+";"H";"H";"All"
"Abbekås";13.61167;55.31667;"Biota";"PFOS";"Org";0.107396495;"All";"+";"H";"H";"All"
"Abbekås";13.61167;55.31667;"Biota";"SBD6";"Org";60.46184316;"All";"+";"H";"H";"All"
"Abbekås";13.61167;55.31667;"Biota";"SCB6";"Org";0.110715955;"All";"+";"H";"H";"All"
"Abbekås";13.61167;55.31667;"Biota";"SDX";"Org";0.228116548;"All";"+";"H";"H";"All"
"ADLERG";14.3331443883333;54.7501722783333;"Water";"CS-137";"Rad";1.586924831;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"HBCD";"Org";0.001559996;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"HG";"HM";6.5;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"PB";"HM";0.384615385;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"PFOS";"Org";0.159340659;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"PFOS";"Org";0.27720146;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"PFOS";"Org";0.206888084;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"SBD6";"Org";98.14287536;"All";"+";"H";"H";"All"
"Ahlainen";21.53257;61.7044;"Biota";"SCB6";"Org";0.257755285;"All";"+";"H";"H";"All"
"Ahvenkoskenlahti";26.49121;60.44142;"Biota";"HG";"HM";21.5;"All";"+";"H";"H";"All"
"Ahvenkoskenlahti_lahden suu";26.45667;60.48351;"Biota";"HG";"HM";5.979130372;"All";"+";"H";"H";"All"
"Airisto Seili";21.95089;60.22958;"Biota";"HG";"HM";4;"All";"+";"H";"H";"All"
"Airisto Seili";21.95089;60.22958;"Biota";"PFOS";"Org";0.226373626;"All";"+";"H";"H";"All"
"Airisto Seili";21.95089;60.22958;"Biota";"SBD6";"Org";277.7777778;"All";"+";"H";"H";"All"
"Airisto Seili";21.95089;60.22958;"Biota";"SCB6";"Org";0.234213308;"All";"+";"H";"H";"All"
"Ängskärsklubb";18.16667;60.53333;"Biota";"HBCD";"Org";0.00141145;"All";"+";"H";"H";"All"
"Ängskärsklubb";18.16667;60.53333;"Biota";"HG";"HM";1.648867702;"All";"+";"H";"H";"All"
"Ängskärsklubb";18.16667;60.53333;"Biota";"PB";"HM";0.309496884;"All";"+";"H";"H";"All"
"Ängskärsklubb";18.16667;60.53333;"Biota";"PFOS";"Org";0.047721884;"All";"+";"H";"H";"All"
"Ängskärsklubb";18.16667;60.53333;"Biota";"SBD6";"Org";26.5359232;"All";"+";"H";"H";"All"
"Ängskärsklubb";18.16667;60.53333;"Biota";"SCB6";"Org";0.084699914;"All";"+";"H";"H";"All"
"Ängskärsklubb";18.16667;60.53333;"Biota";"SDX";"Org";0.245511807;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"BAP";"Org";0.089442719;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"CD";"HM";1.409435566;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"FLU";"Org";0.111319148;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"HBCD";"Org";0.003270233;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"HG";"HM";0.486789668;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"HG";"HM";2.647862309;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"PB";"HM";0.619950799;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"PB";"HM";1.691201562;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"PFOS";"Org";0.038343659;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"SBD6";"Org";163.4820382;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"SCB6";"Org";2.088712569;"All";"+";"H";"H";"All"
"Anholt";11.531;56.69617;"Biota";"SDX";"Org";1.129406524;"All";"+";"H";"H";"All"
"ARH127001";10.0775;55.84383;"Sediment";"ANT";"Org";1.607142857;"All";"+";"H";"H";"All"
"ARH127001";10.0775;55.84383;"Sediment";"CD";"HM";0.070827715;"All";"+";"H";"H";"All"
"ARH127002";10.25617;55.82033;"Sediment";"ANT";"Org";3.205128205;"All";"+";"H";"H";"All"
"ARH127003";10.101;55.786;"Sediment";"ANT";"Org";0.741525424;"All";"+";"H";"H";"All"
"ARH127004";10.25617;55.82017;"Sediment";"ANT";"Org";0.612745098;"All";"+";"H";"H";"All"
"ARH140001";10.762;56.14783;"Sediment";"ANT";"Org";1.631944444;"All";"+";"H";"H";"All"
"ARH140001";10.762;56.14783;"Sediment";"CD";"HM";0.102458925;"All";"+";"H";"H";"All"
"ARH140001";10.762;56.14783;"Sediment";"PB";"HM";0.23138389;"All";"+";"H";"H";"All"
"ARH140002";10.7685;56.19767;"Sediment";"ANT";"Org";0.258397933;"All";"+";"H";"H";"All"
"ARH140002";10.7685;56.19767;"Sediment";"CD";"HM";0.098672746;"All";"+";"H";"H";"All"
"ARH140002";10.7685;56.19767;"Sediment";"PB";"HM";0.334313967;"All";"+";"H";"H";"All"
"ARH144001";10.45683;56.21917;"Sediment";"ANT";"Org";0.759548611;"All";"+";"H";"H";"All"
"ARH144001";10.45683;56.21917;"Sediment";"CD";"HM";0.629102185;"All";"+";"H";"H";"All"
"ARH144001";10.45683;56.21917;"Sediment";"PB";"HM";0.245171118;"All";"+";"H";"H";"All"
"ARH144002";10.4428;56.20943;"Sediment";"ANT";"Org";0.587228517;"All";"+";"H";"H";"All"
"ARH144002";10.4428;56.20943;"Sediment";"CD";"HM";0.76151069;"All";"+";"H";"H";"All"
"ARH144002";10.4428;56.20943;"Sediment";"PB";"HM";0.282764174;"All";"+";"H";"H";"All"
"ARH144003";10.45978;56.19753;"Biota";"BAP";"Org";0.348;"All";"+";"H";"H";"All"
"ARH144003";10.45978;56.19753;"Biota";"CD";"HM";1.727564103;"All";"+";"H";"H";"All"
"ARH144003";10.45978;56.19753;"Biota";"FLU";"Org";0.113333333;"All";"+";"H";"H";"All"
"ARH144003";10.45978;56.19753;"Biota";"HG";"HM";0.6545;"All";"+";"H";"H";"All"
"ARH144003";10.45978;56.19753;"Biota";"PB";"HM";1.076923077;"All";"+";"H";"H";"All"
"ARH147001";10.51857;56.14627;"Biota";"BAP";"Org";0.466;"All";"+";"H";"H";"All"
"ARH147001";10.51857;56.14627;"Biota";"CD";"HM";1.424934441;"All";"+";"H";"H";"All"
"ARH147001";10.51857;56.14627;"Biota";"FLU";"Org";0.143;"All";"+";"H";"H";"All"
"ARH147001";10.51857;56.14627;"Biota";"HG";"HM";0.624105;"All";"+";"H";"H";"All"
"ARH147001";10.51857;56.14627;"Biota";"PB";"HM";0.801721356;"All";"+";"H";"H";"All"
"ARH148001";11.5195;56.4802;"Sediment";"ANT";"Org";0.426706827;"All";"+";"H";"H";"All"
"ARH148001";11.5195;56.4802;"Sediment";"CD";"HM";0.023947739;"All";"+";"H";"H";"All"
"ARH148001";11.5195;56.4802;"Sediment";"PB";"HM";0.263098495;"All";"+";"H";"H";"All"
"ARH148002";11.5568;56.5033;"Sediment";"ANT";"Org";0.407088123;"All";"+";"H";"H";"All"
"ARH148002";11.5568;56.5033;"Sediment";"PB";"HM";0.254203853;"All";"+";"H";"H";"All"
"ARH150092";11.07567;55.43883;"Sediment";"CD";"HM";0.280695591;"All";"+";"H";"H";"All"
"ARH150102";10.95967;56.44717;"Biota";"BAP";"Org";0.558;"All";"+";"H";"H";"All"
"ARH150102";10.95967;56.44717;"Biota";"CD";"HM";1.157692308;"All";"+";"H";"H";"All"
"ARH150102";10.95967;56.44717;"Biota";"FLU";"Org";0.090333333;"All";"+";"H";"H";"All"
"ARH150102";10.95967;56.44717;"Biota";"HG";"HM";0.84194;"All";"+";"H";"H";"All"
"ARH150102";10.95967;56.44717;"Biota";"PB";"HM";1.017751479;"All";"+";"H";"H";"All"
"ARH160022";10.61967;56.20117;"Sediment";"ANT";"Org";1.590909091;"All";"+";"H";"H";"All"
"ARH160051";10.60183;56.15867;"Sediment";"ANT";"Org";1.593137255;"All";"+";"H";"H";"All"
"ARH160650";10.62033;56.22783;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ARH160650";10.62033;56.22783;"Biota";"CD";"HM";1.353729604;"All";"+";"H";"H";"All"
"ARH160650";10.62033;56.22783;"Biota";"FLU";"Org";0.206666667;"All";"+";"H";"H";"All"
"ARH160650";10.62033;56.22783;"Biota";"HG";"HM";0.5796;"All";"+";"H";"H";"All"
"ARH160650";10.62033;56.22783;"Biota";"PB";"HM";0.593867671;"All";"+";"H";"H";"All"
"ARH170006";10.31867;56.15317;"Sediment";"ANT";"Org";2.827380952;"All";"+";"H";"H";"All"
"ARH170006";10.31867;56.15317;"Sediment";"CD";"HM";0.186463216;"All";"+";"H";"H";"All"
"ARH170006";10.31867;56.15317;"Sediment";"PB";"HM";0.365571298;"All";"+";"H";"H";"All"
"ARH170009";10.22283;56.16817;"Biota";"HBCD";"Org";0.00273527;"All";"+";"H";"H";"All"
"ARH170009";10.22283;56.16817;"Biota";"HG";"HM";2.1583;"All";"+";"H";"H";"All"
"ARH170009";10.22283;56.16817;"Biota";"PB";"HM";3.452038245;"All";"+";"H";"H";"All"
"ARH170009";10.22283;56.16817;"Biota";"PFOS";"Org";0.034274175;"All";"+";"H";"H";"All"
"ARH170009";10.22283;56.16817;"Biota";"SBD6";"Org";95.13435004;"All";"+";"H";"H";"All"
"ARH170009";10.22283;56.16817;"Biota";"SCB6";"Org";1.8781893;"All";"+";"H";"H";"All"
"ARH170009";10.22283;56.16817;"Biota";"SDX";"Org";1.333795726;"All";"+";"H";"H";"All"
"ARH170016";10.39983;56.14133;"Sediment";"ANT";"Org";2.519248188;"All";"+";"H";"H";"All"
"ARH170016";10.39983;56.14133;"Sediment";"CD";"HM";0.178255056;"All";"+";"H";"H";"All"
"ARH170016";10.39983;56.14133;"Sediment";"PB";"HM";0.41617079;"All";"+";"H";"H";"All"
"ARH170023";10.3955;56.26933;"Sediment";"ANT";"Org";1.29804934;"All";"+";"H";"H";"All"
"ARH170023";10.3955;56.26933;"Sediment";"CD";"HM";0.921440954;"All";"+";"H";"H";"All"
"ARH170023";10.3955;56.26933;"Sediment";"PB";"HM";0.724920255;"All";"+";"H";"H";"All"
"ARH170135";10.3875;55.88133;"Sediment";"ANT";"Org";0.789988814;"All";"+";"H";"H";"All"
"ARH170135";10.3875;55.88133;"Sediment";"CD";"HM";0.289016282;"All";"+";"H";"H";"All"
"ARH170135";10.3875;55.88133;"Sediment";"PB";"HM";0.432921395;"All";"+";"H";"H";"All"
"ARH170165";10.2389;56.1441;"Biota";"BAP";"Org";0.087249268;"All";"+";"H";"H";"All"
"ARH170165";10.2389;56.1441;"Biota";"CD";"HM";1.493004581;"All";"+";"H";"H";"All"
"ARH170165";10.2389;56.1441;"Biota";"FLU";"Org";0.097172247;"All";"+";"H";"H";"All"
"ARH170165";10.2389;56.1441;"Biota";"HG";"HM";0.514861988;"All";"+";"H";"H";"All"
"ARH170165";10.2389;56.1441;"Biota";"PB";"HM";0.425705412;"All";"+";"H";"H";"All"
"ARH170167";10.22767;56.1385;"Biota";"BAP";"Org";0.24;"All";"+";"H";"H";"All"
"ARH170167";10.22767;56.1385;"Biota";"CD";"HM";1.886509324;"All";"+";"H";"H";"All"
"ARH170167";10.22767;56.1385;"Biota";"FLU";"Org";0.1;"All";"+";"H";"H";"All"
"ARH170167";10.22767;56.1385;"Biota";"HG";"HM";0.38284;"All";"+";"H";"H";"All"
"ARH170167";10.22767;56.1385;"Biota";"PB";"HM";1.116191501;"All";"+";"H";"H";"All"
"ARH172201";10.44133;56.25233;"Sediment";"ANT";"Org";0.64701897;"All";"+";"H";"H";"All"
"ARH172201";10.44133;56.25233;"Sediment";"CD";"HM";0.761234085;"All";"+";"H";"H";"All"
"ARH172201";10.44133;56.25233;"Sediment";"PB";"HM";0.619375253;"All";"+";"H";"H";"All"
"ARH179101";10.625;56.02833;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ARH179101";10.625;56.02833;"Biota";"CD";"HM";2.285037879;"All";"+";"H";"H";"All"
"ARH179101";10.625;56.02833;"Biota";"FLU";"Org";0.33;"All";"+";"H";"H";"All"
"ARH179101";10.625;56.02833;"Biota";"HG";"HM";0.53105;"All";"+";"H";"H";"All"
"ARH179101";10.625;56.02833;"Biota";"PB";"HM";0.531468531;"All";"+";"H";"H";"All"
"ARH179995";10.2495;56.09567;"Biota";"BAP";"Org";0.06;"All";"+";"H";"H";"All"
"ARH179995";10.2495;56.09567;"Biota";"CD";"HM";1.464962121;"All";"+";"H";"H";"All"
"ARH179995";10.2495;56.09567;"Biota";"FLU";"Org";0.063333333;"All";"+";"H";"H";"All"
"ARH179995";10.2495;56.09567;"Biota";"HG";"HM";0.8398;"All";"+";"H";"H";"All"
"ARH179995";10.2495;56.09567;"Biota";"PB";"HM";0.594405594;"All";"+";"H";"H";"All"
"ARH180002";10.39867;56.04917;"Sediment";"ANT";"Org";1.460054871;"All";"+";"H";"H";"All"
"ARH180002";10.39867;56.04917;"Sediment";"CD";"HM";0.175695936;"All";"+";"H";"H";"All"
"ARH180002";10.39867;56.04917;"Sediment";"PB";"HM";0.416210747;"All";"+";"H";"H";"All"
"ARH180600";10.34372;55.96612;"Biota";"BAP";"Org";0.194;"All";"+";"H";"H";"All"
"ARH180600";10.34372;55.96612;"Biota";"CD";"HM";1.90895979;"All";"+";"H";"H";"All"
"ARH180600";10.34372;55.96612;"Biota";"FLU";"Org";0.060333333;"All";"+";"H";"H";"All"
"ARH180600";10.34372;55.96612;"Biota";"HG";"HM";0.750105;"All";"+";"H";"H";"All"
"ARH180600";10.34372;55.96612;"Biota";"PB";"HM";0.510758472;"All";"+";"H";"H";"All"
"ARH180650";10.32372;55.79863;"Biota";"BAP";"Org";0.12;"All";"+";"H";"H";"All"
"ARH180650";10.32372;55.79863;"Biota";"CD";"HM";1.145257867;"All";"+";"H";"H";"All"
"ARH180650";10.32372;55.79863;"Biota";"FLU";"Org";0.063666667;"All";"+";"H";"H";"All"
"ARH180650";10.32372;55.79863;"Biota";"HG";"HM";0.533775;"All";"+";"H";"H";"All"
"ARH180650";10.32372;55.79863;"Biota";"PB";"HM";0.522054868;"All";"+";"H";"H";"All"
"ARH190005";10.53417;56.61767;"Sediment";"ANT";"Org";0.128600823;"All";"+";"H";"H";"All"
"ARH190005";10.53417;56.61767;"Sediment";"CD";"HM";0.17305046;"All";"+";"H";"H";"All"
"ARH190005";10.53417;56.61767;"Sediment";"PB";"HM";0.154736813;"All";"+";"H";"H";"All"
"ARH190018";10.59583;56.5785;"Sediment";"ANT";"Org";0.306372549;"All";"+";"H";"H";"All"
"ARH190018";10.59583;56.5785;"Sediment";"PB";"HM";0.071339921;"All";"+";"H";"H";"All"
"ARH190069";10.51227;56.52983;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ARH190069";10.51227;56.52983;"Biota";"CD";"HM";1.44493007;"All";"+";"H";"H";"All"
"ARH190069";10.51227;56.52983;"Biota";"FLU";"Org";0.041666667;"All";"+";"H";"H";"All"
"ARH190069";10.51227;56.52983;"Biota";"HG";"HM";0.7047;"All";"+";"H";"H";"All"
"ARH190069";10.51227;56.52983;"Biota";"PB";"HM";0.280796127;"All";"+";"H";"H";"All"
"ARH210042";11.02867;56.24633;"Sediment";"CD";"HM";0.161485261;"All";"+";"H";"H";"All"
"ARH210042";11.02867;56.24633;"Sediment";"PB";"HM";0.206587456;"All";"+";"H";"H";"All"
"ARH220301";10.626;55.894;"Biota";"BAP";"Org";0.06;"All";"+";"H";"H";"All"
"ARH220301";10.626;55.894;"Biota";"CD";"HM";1.175480769;"All";"+";"H";"H";"All"
"ARH220301";10.626;55.894;"Biota";"FLU";"Org";0.056666667;"All";"+";"H";"H";"All"
"ARH220301";10.626;55.894;"Biota";"HG";"HM";1.2388;"All";"+";"H";"H";"All"
"ARH220301";10.626;55.894;"Biota";"PB";"HM";0.701452394;"All";"+";"H";"H";"All"
"ARH230066";10.25917;56.572;"Biota";"HBCD";"Org";0.002712503;"All";"+";"H";"H";"All"
"ARH230066";10.25917;56.572;"Biota";"HG";"HM";1.33637289;"All";"+";"H";"H";"All"
"ARH230066";10.25917;56.572;"Biota";"PB";"HM";1.468713159;"All";"+";"H";"H";"All"
"ARH230066";10.25917;56.572;"Biota";"PFOS";"Org";0.062068498;"All";"+";"H";"H";"All"
"ARH230066";10.25917;56.572;"Biota";"SBD6";"Org";102.5727746;"All";"+";"H";"H";"All"
"ARH230066";10.25917;56.572;"Biota";"SCB6";"Org";0.25217193;"All";"+";"H";"H";"All"
"ARH230066";10.25917;56.572;"Biota";"SDX";"Org";0.33203414;"All";"+";"H";"H";"All"
"ARH230442";10.26033;56.47033;"Sediment";"ANT";"Org";0.774853801;"All";"+";"H";"H";"All"
"ARH230442";10.26033;56.47033;"Sediment";"CD";"HM";0.45135796;"All";"+";"H";"H";"All"
"ARH230442";10.26033;56.47033;"Sediment";"PB";"HM";0.300300285;"All";"+";"H";"H";"All"
"ARH230444";10.23933;56.47283;"Sediment";"ANT";"Org";1.851851852;"All";"+";"H";"H";"All"
"ARH230444";10.23933;56.47283;"Sediment";"CD";"HM";0.195663242;"All";"+";"H";"H";"All"
"ARH230444";10.23933;56.47283;"Sediment";"PB";"HM";0.145004243;"All";"+";"H";"H";"All"
"ARH230989";10.2897;56.60268;"Biota";"BAP";"Org";0.09886556;"All";"+";"H";"H";"All"
"ARH230989";10.2897;56.60268;"Biota";"CD";"HM";0.891859351;"All";"+";"H";"H";"All"
"ARH230989";10.2897;56.60268;"Biota";"FLU";"Org";0.188301278;"All";"+";"H";"H";"All"
"ARH230989";10.2897;56.60268;"Biota";"HG";"HM";0.410953906;"All";"+";"H";"H";"All"
"ARH230989";10.2897;56.60268;"Biota";"PB";"HM";0.201068858;"All";"+";"H";"H";"All"
"ARH250033";10.24267;56.0205;"Sediment";"ANT";"Org";0.466666667;"All";"+";"H";"H";"All"
"ARH250231";10.22367;56.00967;"Sediment";"ANT";"Org";1.089255499;"All";"+";"H";"H";"All"
"ARH259001";10.25533;56.02183;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ARH259001";10.25533;56.02183;"Biota";"CD";"HM";1.108974359;"All";"+";"H";"H";"All"
"ARH259001";10.25533;56.02183;"Biota";"FLU";"Org";0.196666667;"All";"+";"H";"H";"All"
"ARH259001";10.25533;56.02183;"Biota";"HG";"HM";0.7093;"All";"+";"H";"H";"All"
"ARH259001";10.25533;56.02183;"Biota";"PB";"HM";1.20979021;"All";"+";"H";"H";"All"
"ARHHOR2";9.8895;55.84433;"Biota";"BAP";"Org";0.102602973;"All";"+";"H";"H";"All"
"ARHHOR2";9.8895;55.84433;"Biota";"CD";"HM";0.989278791;"All";"+";"H";"H";"All"
"ARHHOR2";9.8895;55.84433;"Biota";"FLU";"Org";0.15604509;"All";"+";"H";"H";"All"
"ARHHOR2";9.8895;55.84433;"Biota";"HG";"HM";0.756845727;"All";"+";"H";"H";"All"
"ARHHOR2";9.8895;55.84433;"Biota";"PB";"HM";0.507255094;"All";"+";"H";"H";"All"
"ARHHOR4";9.96398;55.83448;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ARHHOR4";9.96398;55.83448;"Biota";"CD";"HM";0.683886946;"All";"+";"H";"H";"All"
"ARHHOR4";9.96398;55.83448;"Biota";"FLU";"Org";0.140666667;"All";"+";"H";"H";"All"
"ARHHOR4";9.96398;55.83448;"Biota";"HG";"HM";0.58438;"All";"+";"H";"H";"All"
"ARHHOR4";9.96398;55.83448;"Biota";"PB";"HM";0.412264658;"All";"+";"H";"H";"All"
"ARHHOR5";10.03833;55.84333;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"ARHHOR5";10.03833;55.84333;"Biota";"CD";"HM";0.826923077;"All";"+";"H";"H";"All"
"ARHHOR5";10.03833;55.84333;"Biota";"FLU";"Org";0.176666667;"All";"+";"H";"H";"All"
