"Station";"longitude";"latitude";"Matrix";"Substance";"Type";"CR";"Units";"Response";"ConfThresh";"ConfStatus";"Datatype"
"RU52";27.4189;59.75;"Water";"CS-137";"Rad";1.698956859;"All";"+";"H";"H";"All"
"RU89";28.3333;60.3667;"Water";"CS-137";"Rad";1.96966128;"All";"+";"H";"H";"All"
"RU94*";27.8333;59.7833;"Water";"CS-137";"Rad";1.933333333;"All";"+";"H";"H";"All"
"RU95";28.25;60.47;"Water";"CS-137";"Rad";0.6;"All";"+";"H";"H";"All"
"RU96";27.83;60.01;"Water";"CS-137";"Rad";1.357766667;"All";"+";"H";"H";"All"
"RU99";27.8;60.53335;"Water";"CS-137";"Rad";0.855;"All";"+";"H";"H";"All"
"Ruotsinsalmi";26.97372;60.44417;"Biota";"HG";"HM";21.16601049;"All";"+";"H";"H";"All"
"Sarvilahti";26.17239;60.414;"Biota";"HBCD";"Org";0.009625377;"All";"+";"H";"H";"All"
"Sarvilahti";26.17239;60.414;"Biota";"PFOS";"Org";0.072441525;"All";"+";"H";"H";"All"
"Sarvilahti";26.17239;60.414;"Biota";"PFOS";"Org";0.089010989;"All";"+";"H";"H";"All"
"Sarvilahti";26.17239;60.414;"Biota";"PFOS";"Org";0.176923077;"All";"+";"H";"H";"All"
"SCHLEI";10.1333777216667;54.6669277216667;"Water";"CS-137";"Rad";1.159744444;"All";"+";"H";"H";"All"
"SD22";10.4914553333333;54.0971;"Biota";"CS-137";"Rad";0.269023704;"All";"+";"H";"H";"All"
"SD24";13.3519441666667;54.2269445;"Biota";"CS-137";"Rad";0.586626914;"All";"+";"H";"H";"All"
"SE-1";21.99135;64.19662;"Sediment";"ANT";"Org";0.050403226;"All";"+";"H";"H";"All"
"SE-1";21.99135;64.19662;"Sediment";"CD";"HM";0.822016651;"All";"+";"H";"H";"All"
"SE-1";21.99135;64.19662;"Sediment";"HBCD";"Org";0.005929791;"All";"+";"H";"H";"All"
"SE-1";21.99135;64.19662;"Sediment";"PB";"HM";0.676467931;"All";"+";"H";"H";"All"
"SE-1";21.99135;64.19662;"Sediment";"SBD6";"Org";0.000764178;"All";"+";"H";"H";"All"
"SE-10";17.66834;57.13336;"Sediment";"ANT";"Org";0.062851227;"All";"+";"H";"H";"All"
"SE-10";17.66834;57.13336;"Sediment";"CD";"HM";1.401412585;"All";"+";"H";"H";"All"
"SE-10";17.66834;57.13336;"Sediment";"HBCD";"Org";0.005219479;"All";"+";"H";"H";"All"
"SE-10";17.66834;57.13336;"Sediment";"PB";"HM";0.337114846;"All";"+";"H";"H";"All"
"SE-10";17.66834;57.13336;"Sediment";"SBD6";"Org";0.000482297;"All";"+";"H";"H";"All"
"SE-11";15.72435;55.53911;"Sediment";"ANT";"Org";0.263761468;"All";"+";"H";"H";"All"
"SE-11";15.72435;55.53911;"Sediment";"CD";"HM";0.400171174;"All";"+";"H";"H";"All"
"SE-11";15.72435;55.53911;"Sediment";"HBCD";"Org";0.005396654;"All";"+";"H";"H";"All"
"SE-11";15.72435;55.53911;"Sediment";"PB";"HM";0.47240566;"All";"+";"H";"H";"All"
"SE-11";15.72435;55.53911;"Sediment";"SBD6";"Org";0.000997336;"All";"+";"H";"H";"All"
"SE-12";13.95822;54.99869;"Sediment";"ANT";"Org";0.52698145;"All";"+";"H";"H";"All"
"SE-12";13.95822;54.99869;"Sediment";"CD";"HM";0.199710145;"All";"+";"H";"H";"All"
"SE-12";13.95822;54.99869;"Sediment";"HBCD";"Org";0.009919651;"All";"+";"H";"H";"All"
"SE-12";13.95822;54.99869;"Sediment";"PB";"HM";0.792512077;"All";"+";"H";"H";"All"
"SE-12";13.95822;54.99869;"Sediment";"SBD6";"Org";0.000796932;"All";"+";"H";"H";"All"
"SE-13";12.08506;56.67242;"Sediment";"ANT";"Org";0.296474359;"All";"+";"H";"H";"All"
"SE-13";12.08506;56.67242;"Sediment";"CD";"HM";0.046221118;"All";"+";"H";"H";"All"
"SE-13";12.08506;56.67242;"Sediment";"HBCD";"Org";0.011312217;"All";"+";"H";"H";"All"
"SE-13";12.08506;56.67242;"Sediment";"PB";"HM";0.313793103;"All";"+";"H";"H";"All"
"SE-13";12.08506;56.67242;"Sediment";"SBD6";"Org";0.00101737;"All";"+";"H";"H";"All"
"SE-17";23.39667;65.19075;"Sediment";"ANT";"Org";0.051614114;"All";"+";"H";"H";"All"
"SE-17";23.39667;65.19075;"Sediment";"CD";"HM";0.49599318;"All";"+";"H";"H";"All"
"SE-17";23.39667;65.19075;"Sediment";"HBCD";"Org";0.006624271;"All";"+";"H";"H";"All"
"SE-17";23.39667;65.19075;"Sediment";"PB";"HM";0.334156863;"All";"+";"H";"H";"All"
"SE-17";23.39667;65.19075;"Sediment";"SBD6";"Org";0.000719268;"All";"+";"H";"H";"All"
"SE-2";18.99423;62.68341;"Sediment";"ANT";"Org";0.099206349;"All";"+";"H";"H";"All"
"SE-2";18.99423;62.68341;"Sediment";"CD";"HM";0.156916996;"All";"+";"H";"H";"All"
"SE-2";18.99423;62.68341;"Sediment";"HBCD";"Org";0.010004002;"All";"+";"H";"H";"All"
"SE-2";18.99423;62.68341;"Sediment";"PB";"HM";0.181934307;"All";"+";"H";"H";"All"
"SE-2";18.99423;62.68341;"Sediment";"SBD6";"Org";0.000724161;"All";"+";"H";"H";"All"
"SE-3";18.13781;61.26823;"Sediment";"ANT";"Org";0.071103527;"All";"+";"H";"H";"All"
"SE-3";18.13781;61.26823;"Sediment";"CD";"HM";0.075991049;"All";"+";"H";"H";"All"
"SE-3";18.13781;61.26823;"Sediment";"HBCD";"Org";0.010038145;"All";"+";"H";"H";"All"
"SE-3";18.13781;61.26823;"Sediment";"PB";"HM";0.205460993;"All";"+";"H";"H";"All"
"SE-3";18.13781;61.26823;"Sediment";"SBD6";"Org";0.000660575;"All";"+";"H";"H";"All"
"SE-4";19.04678;60.19174;"Sediment";"ANT";"Org";0.058610401;"All";"+";"H";"H";"All"
"SE-4";19.04678;60.19174;"Sediment";"CD";"HM";0.132417391;"All";"+";"H";"H";"All"
"SE-4";19.04678;60.19174;"Sediment";"HBCD";"Org";0.00752219;"All";"+";"H";"H";"All"
"SE-4";19.04678;60.19174;"Sediment";"PB";"HM";0.215246788;"All";"+";"H";"H";"All"
"SE-4";19.04678;60.19174;"Sediment";"SBD6";"Org";0.001806782;"All";"+";"H";"H";"All"
"SE-5";20.30706;58.97727;"Sediment";"ANT";"Org";0.041868792;"All";"+";"H";"H";"All"
"SE-5";20.30706;58.97727;"Sediment";"CD";"HM";2.657186375;"All";"+";"H";"H";"All"
"SE-5";20.30706;58.97727;"Sediment";"HBCD";"Org";0.010191187;"All";"+";"H";"H";"All"
"SE-5";20.30706;58.97727;"Sediment";"PB";"HM";0.327282378;"All";"+";"H";"H";"All"
"SE-5";20.30706;58.97727;"Sediment";"SBD6";"Org";0.00068853;"All";"+";"H";"H";"All"
"SE-6";19.86934;57.94194;"Sediment";"ANT";"Org";0.07183908;"All";"+";"H";"H";"All"
"SE-6";19.86934;57.94194;"Sediment";"CD";"HM";6.225292193;"All";"+";"H";"H";"All"
"SE-6";19.86934;57.94194;"Sediment";"HBCD";"Org";0.010564571;"All";"+";"H";"H";"All"
"SE-6";19.86934;57.94194;"Sediment";"PB";"HM";0.600179211;"All";"+";"H";"H";"All"
"SE-6";19.86934;57.94194;"Sediment";"SBD6";"Org";0.000538793;"All";"+";"H";"H";"All"
"SE-7";19.33454;57.01331;"Sediment";"ANT";"Org";0.081276539;"All";"+";"H";"H";"All"
"SE-7";19.33454;57.01331;"Sediment";"CD";"HM";5.435730631;"All";"+";"H";"H";"All"
"SE-7";19.33454;57.01331;"Sediment";"HBCD";"Org";0.011708505;"All";"+";"H";"H";"All"
"SE-7";19.33454;57.01331;"Sediment";"PB";"HM";0.72518797;"All";"+";"H";"H";"All"
"SE-7";19.33454;57.01331;"Sediment";"SBD6";"Org";0.000743528;"All";"+";"H";"H";"All"
"SE-8";18.35679;58.67813;"Sediment";"ANT";"Org";0.060848401;"All";"+";"H";"H";"All"
"SE-8";18.35679;58.67813;"Sediment";"CD";"HM";5.765485246;"All";"+";"H";"H";"All"
"SE-8";18.35679;58.67813;"Sediment";"HBCD";"Org";0.010226622;"All";"+";"H";"H";"All"
"SE-8";18.35679;58.67813;"Sediment";"PB";"HM";0.469294254;"All";"+";"H";"H";"All"
"SE-8";18.35679;58.67813;"Sediment";"SBD6";"Org";0.00094329;"All";"+";"H";"H";"All"
"SE-9";17.92923;58.02493;"Sediment";"ANT";"Org";0.098844282;"All";"+";"H";"H";"All"
"SE-9";17.92923;58.02493;"Sediment";"CD";"HM";2.644367222;"All";"+";"H";"H";"All"
"SE-9";17.92923;58.02493;"Sediment";"HBCD";"Org";0.013417776;"All";"+";"H";"H";"All"
"SE-9";17.92923;58.02493;"Sediment";"PB";"HM";0.374705882;"All";"+";"H";"H";"All"
"SE-9";17.92923;58.02493;"Sediment";"SBD6";"Org";0.000544502;"All";"+";"H";"H";"All"
"SEILI";22.8225333333333;59.9859333333333;"Biota";"CS-137";"Rad";1.68;"All";"+";"H";"H";"All"
"Selkameri Southern";19.58386;60.54126;"Biota";"HG";"HM";1;"All";"+";"H";"H";"All"
"Selkameri Southern";19.58386;60.54126;"Biota";"PB";"HM";0.769230769;"All";"+";"H";"H";"All"
"Selkameri Southern";19.58386;60.54126;"Biota";"PFOS";"Org";0.059068668;"All";"+";"H";"H";"All"
"Selkameri Southern";19.58386;60.54126;"Biota";"SBD6";"Org";19.09620487;"All";"+";"H";"H";"All"
"Selkameri Southern";19.58386;60.54126;"Biota";"SCB6";"Org";0.06637037;"All";"+";"H";"H";"All"
"Selkameri Southern";19.58386;60.54126;"Biota";"SDX";"Org";0.132855882;"All";"+";"H";"H";"All"
"Seurasaarenselkä";24.88887;60.17832;"Biota";"HG";"HM";3;"All";"+";"H";"H";"All"
"Seurasaarenselkä";24.88887;60.17832;"Biota";"PFOS";"Org";0.196703297;"All";"+";"H";"H";"All"
"Seurasaarenselkä";24.88887;60.17832;"Biota";"SBD6";"Org";1063.348416;"All";"+";"H";"H";"All"
"Seurasaarenselkä";24.88887;60.17832;"Biota";"SCB6";"Org";2.535897436;"All";"+";"H";"H";"All"
"SIMONNIEMEN EDUSTA 1";24.88667;65.65232;"Biota";"HG";"HM";14.73091986;"All";"+";"H";"H";"All"
"SIMONNIEMEN EDUSTA 1";24.88667;65.65232;"Biota";"SBD6";"Org";600.4901961;"All";"+";"H";"H";"All"
"SIMONNIEMEN EDUSTA 1";24.88667;65.65232;"Biota";"SCB6";"Org";0.359722222;"All";"+";"H";"H";"All"
"SJA1590000";23.30703;58.7914;"Biota";"HG";"HM";4.408600089;"All";"+";"H";"H";"All"
"SJA1590000";23.30703;58.7914;"Biota";"PB";"HM";3.345427005;"All";"+";"H";"H";"All"
"SJA1590000";23.30703;58.7914;"Biota";"SCB6";"Org";0.109540268;"All";"+";"H";"H";"All"
"SJA1668000";25.61837893;59.63383025;"Biota";"HG";"HM";4.248529157;"All";"+";"H";"H";"All"
"SJA1668000";25.61837893;59.63383025;"Biota";"PB";"HM";3.863039855;"All";"+";"H";"H";"All"
"SJA1668000";25.61837893;59.63383025;"Biota";"SCB6";"Org";0.093624213;"All";"+";"H";"H";"All"
"SJA3050000";24.42270433;58.31801346;"Biota";"HG";"HM";3.139338633;"All";"+";"H";"H";"All"
"SJA3050000";24.42270433;58.31801346;"Biota";"PB";"HM";2.593844402;"All";"+";"H";"H";"All"
"SJA3050000";24.42270433;58.31801346;"Biota";"SCB6";"Org";0.132026421;"All";"+";"H";"H";"All"
"SJA4525000";23.59445;58.7524;"Biota";"HG";"HM";8.361081765;"All";"+";"H";"H";"All"
"SJA4525000";23.59445;58.7524;"Biota";"PB";"HM";2.727972262;"All";"+";"H";"H";"All"
"SJA4525000";23.59445;58.7524;"Biota";"SCB6";"Org";0.137197229;"All";"+";"H";"H";"All"
"SJA5213000";23.87764;59.34711;"Biota";"HG";"HM";3.9;"All";"+";"H";"H";"All"
"SJA5213000";23.87764;59.34711;"Biota";"PB";"HM";2.175713173;"All";"+";"H";"H";"All"
"SJA5213000";23.87764;59.34711;"Biota";"SCB6";"Org";0.266306667;"All";"+";"H";"H";"All"
"SJA6193000";22.98213078;59.08541518;"Biota";"HG";"HM";3.55;"All";"+";"H";"H";"All"
"SJA6193000";22.98213078;59.08541518;"Biota";"PB";"HM";1.538461538;"All";"+";"H";"H";"All"
"SJA6193000";22.98213078;59.08541518;"Biota";"SCB6";"Org";0.239613333;"All";"+";"H";"H";"All"
"SJA6454000";23.41799725;58.15604739;"Biota";"HG";"HM";0.622332977;"All";"+";"H";"H";"All"
"SJA6454000";23.41799725;58.15604739;"Biota";"HG";"HM";3.756327994;"All";"+";"H";"H";"All"
"SJA6454000";23.41799725;58.15604739;"Biota";"PB";"HM";2.719641466;"All";"+";"H";"H";"All"
"SJA6454000";23.41799725;58.15604739;"Biota";"PB";"HM";2.692307692;"All";"+";"H";"H";"All"
"SJA6454000";23.41799725;58.15604739;"Biota";"SCB6";"Org";0.115268388;"All";"+";"H";"H";"All"
"SJA6454000";23.41799725;58.15604739;"Biota";"SCB6";"Org";0.157733953;"All";"+";"H";"H";"All"
"SJA7217000";26.90571135;59.56527473;"Biota";"HG";"HM";0.753980787;"All";"+";"H";"H";"All"
"SJA7217000";26.90571135;59.56527473;"Biota";"HG";"HM";4.499462199;"All";"+";"H";"H";"All"
"SJA7217000";26.90571135;59.56527473;"Biota";"PB";"HM";2.503119958;"All";"+";"H";"H";"All"
"SJA7217000";26.90571135;59.56527473;"Biota";"PB";"HM";4.954884944;"All";"+";"H";"H";"All"
"SJA7217000";26.90571135;59.56527473;"Biota";"SCB6";"Org";0.067025058;"All";"+";"H";"H";"All"
"SJA7217000";26.90571135;59.56527473;"Biota";"SCB6";"Org";0.11945951;"All";"+";"H";"H";"All"
"SJA7502000";23.09821;58.57258;"Biota";"HG";"HM";6.9;"All";"+";"H";"H";"All"
"SJA7502000";23.09821;58.57258;"Biota";"PB";"HM";2.692307692;"All";"+";"H";"H";"All"
"SJA7502000";23.09821;58.57258;"Biota";"SCB6";"Org";0.143066667;"All";"+";"H";"H";"All"
"SJA7720000";24.79047;59.56643;"Biota";"HG";"HM";0.64807407;"All";"+";"H";"H";"All"
"SJA7720000";24.79047;59.56643;"Biota";"PB";"HM";1.538461538;"All";"+";"H";"H";"All"
"SJA7720000";24.79047;59.56643;"Biota";"SCB6";"Org";0.084533228;"All";"+";"H";"H";"All"
"SJA7869000";23.54895;58.96952;"Biota";"HG";"HM";6.790618529;"All";"+";"H";"H";"All"
"SJA7869000";23.54895;58.96952;"Biota";"PB";"HM";3.769230769;"All";"+";"H";"H";"All"
"SJA7869000";23.54895;58.96952;"Biota";"SCB6";"Org";0.138198086;"All";"+";"H";"H";"All"
"SJA8835000";22.86766387;58.69731273;"Biota";"HG";"HM";6.188434848;"All";"+";"H";"H";"All"
"SJA8835000";22.86766387;58.69731273;"Biota";"PB";"HM";3.155539243;"All";"+";"H";"H";"All"
"SJA8835000";22.86766387;58.69731273;"Biota";"SCB6";"Org";0.145319245;"All";"+";"H";"H";"All"
"SJA9411000";22.21261776;58.6850845;"Biota";"PB";"HM";1.75874821;"All";"+";"H";"H";"All"
"SJA9411000";22.21261776;58.6850845;"Biota";"SCB6";"Org";0.132186667;"All";"+";"H";"H";"All"
"SJA9514000";21.92688;58.22377;"Biota";"HG";"HM";3.487119155;"All";"+";"H";"H";"All"
"SJA9514000";21.92688;58.22377;"Biota";"PB";"HM";1.526394987;"All";"+";"H";"H";"All"
"SJA9514000";21.92688;58.22377;"Biota";"SCB6";"Org";0.110579082;"All";"+";"H";"H";"All"
"SJA9786000";25.33387;59.61974;"Biota";"HG";"HM";3.05;"All";"+";"H";"H";"All"
"SJA9786000";25.33387;59.61974;"Biota";"PB";"HM";2.536712684;"All";"+";"H";"H";"All"
"SJA9786000";25.33387;59.61974;"Biota";"SCB6";"Org";0.098333333;"All";"+";"H";"H";"All"
"SJB1453000";27.1410282;59.5880251;"Biota";"HG";"HM";0.876125421;"All";"+";"H";"H";"All"
"SJB1453000";27.1410282;59.5880251;"Biota";"PB";"HM";2.36241718;"All";"+";"H";"H";"All"
"SJB1453000";27.1410282;59.5880251;"Biota";"SCB6";"Org";0.063711824;"All";"+";"H";"H";"All"
"SJB1454000";24.46568;59.61234;"Biota";"HG";"HM";0.5;"All";"+";"H";"H";"All"
"SJB1454000";24.46568;59.61234;"Biota";"PB";"HM";28.5;"All";"+";"H";"H";"All"
"SJB1454000";24.46568;59.61234;"Biota";"SCB6";"Org";0.0686;"All";"+";"H";"H";"All"
"SJB1455000";23.2602585;57.9718479;"Biota";"HG";"HM";0.663324958;"All";"+";"H";"H";"All"
"SJB1455000";23.2602585;57.9718479;"Biota";"PB";"HM";2.158305823;"All";"+";"H";"H";"All"
"SJB1455000";23.2602585;57.9718479;"Biota";"SCB6";"Org";0.058981101;"All";"+";"H";"H";"All"
"SJY AABF5020";9.5125;55.04883;"Biota";"BAP";"Org";0.08;"All";"+";"H";"H";"All"
"SJY AABF5020";9.5125;55.04883;"Biota";"CD";"HM";0.862106643;"All";"+";"H";"H";"All"
"SJY AABF5020";9.5125;55.04883;"Biota";"FLU";"Org";0.183333333;"All";"+";"H";"H";"All"
"SJY AABF5020";9.5125;55.04883;"Biota";"HG";"HM";0.30245;"All";"+";"H";"H";"All"
"SJY AABF5020";9.5125;55.04883;"Biota";"PB";"HM";0.282947821;"All";"+";"H";"H";"All"
"SJY ALSF5001";9.67817;54.99983;"Sediment";"CD";"HM";0.277582591;"All";"+";"H";"H";"All"
"SJY ALSF5001";9.67817;54.99983;"Sediment";"PB";"HM";0.249839069;"All";"+";"H";"H";"All"
"SJY ALSF5002";9.6585;55.01283;"Sediment";"CD";"HM";0.204483359;"All";"+";"H";"H";"All"
"SJY ALSF5002";9.6585;55.01283;"Sediment";"PB";"HM";0.485221592;"All";"+";"H";"H";"All"
"SJY FFML5006";9.62583;54.92833;"Sediment";"CD";"HM";0.207086948;"All";"+";"H";"H";"All"
"SJY FFML5006";9.62583;54.92833;"Sediment";"PB";"HM";0.451026227;"All";"+";"H";"H";"All"
"SJY FFML5012";9.64067;54.92217;"Biota";"HBCD";"Org";0.002192939;"All";"+";"H";"H";"All"
"SJY FFML5012";9.64067;54.92217;"Biota";"HG";"HM";1.926459574;"All";"+";"H";"H";"All"
"SJY FFML5012";9.64067;54.92217;"Biota";"PB";"HM";1.618473976;"All";"+";"H";"H";"All"
"SJY FFML5012";9.64067;54.92217;"Biota";"PFOS";"Org";0.045411066;"All";"+";"H";"H";"All"
"SJY FFML5012";9.64067;54.92217;"Biota";"SBD6";"Org";121.3461246;"All";"+";"H";"H";"All"
"SJY FFML5012";9.64067;54.92217;"Biota";"SCB6";"Org";1.397241814;"All";"+";"H";"H";"All"
"SJY FFML5012";9.64067;54.92217;"Biota";"SDX";"Org";0.801986914;"All";"+";"H";"H";"All"
"SJY FFML5013";9.6615;54.91483;"Sediment";"CD";"HM";0.137809817;"All";"+";"H";"H";"All"
"SJY FFML5013";9.6615;54.91483;"Sediment";"PB";"HM";0.447633445;"All";"+";"H";"H";"All"
"SJY FFML5014";9.61517;54.92267;"Biota";"HBCD";"Org";0.001725266;"All";"+";"H";"H";"All"
"SJY FFML5014";9.61517;54.92267;"Biota";"HG";"HM";1.707113647;"All";"+";"H";"H";"All"
"SJY FFML5014";9.61517;54.92267;"Biota";"PB";"HM";1.505275034;"All";"+";"H";"H";"All"
"SJY FFML5014";9.61517;54.92267;"Biota";"PFOS";"Org";0.049094343;"All";"+";"H";"H";"All"
"SJY FFML5014";9.61517;54.92267;"Biota";"SBD6";"Org";68.818487;"All";"+";"H";"H";"All"
"SJY FFML5014";9.61517;54.92267;"Biota";"SCB6";"Org";1.468448692;"All";"+";"H";"H";"All"
"SJY FFML5014";9.61517;54.92267;"Biota";"SDX";"Org";0.769001332;"All";"+";"H";"H";"All"
"SJY HADF5010";9.58033;55.25717;"Biota";"BAP";"Org";0.08;"All";"+";"H";"H";"All"
"SJY HADF5010";9.58033;55.25717;"Biota";"CD";"HM";0.589182692;"All";"+";"H";"H";"All"
"SJY HADF5010";9.58033;55.25717;"Biota";"FLU";"Org";0.09;"All";"+";"H";"H";"All"
"SJY HADF5010";9.58033;55.25717;"Biota";"HG";"HM";0.65835;"All";"+";"H";"H";"All"
"SJY HADF5010";9.58033;55.25717;"Biota";"PB";"HM";0.607100592;"All";"+";"H";"H";"All"
"SJY LBBR5017";9.623;55.3095;"Sediment";"ANT";"Org";0.777063237;"All";"+";"H";"H";"All"
"SJY LBBR5017";9.623;55.3095;"Sediment";"CD";"HM";0.299637223;"All";"+";"H";"H";"All"
"SJY LBBR5017";9.623;55.3095;"Sediment";"PB";"HM";0.274325748;"All";"+";"H";"H";"All"
"SJY LBBR5018";9.63533;55.31217;"Sediment";"ANT";"Org";1.241134752;"All";"+";"H";"H";"All"
"SJY LBBR5018";9.63533;55.31217;"Sediment";"CD";"HM";0.948756086;"All";"+";"H";"H";"All"
"SJY LBBR5018";9.63533;55.31217;"Sediment";"PB";"HM";0.101767898;"All";"+";"H";"H";"All"
"SJYAABF5001";9.49317;55.0325;"Sediment";"ANT";"Org";1.734601449;"All";"+";"H";"H";"All"
"SJYAABF5001";9.49317;55.0325;"Sediment";"CD";"HM";0.609540931;"All";"+";"H";"H";"All"
"SJYAABF5001";9.49317;55.0325;"Sediment";"PB";"HM";0.347442808;"All";"+";"H";"H";"All"
"SJYAABF5014";9.43417;55.03567;"Sediment";"ANT";"Org";0.376368613;"All";"+";"H";"H";"All"
"SJYAABF5014";9.43417;55.03567;"Sediment";"CD";"HM";0.692207383;"All";"+";"H";"H";"All"
"SJYAABF5014";9.43417;55.03567;"Sediment";"PB";"HM";0.398091462;"All";"+";"H";"H";"All"
"SJYALSS5001";9.769;54.92517;"Biota";"BAP";"Org";0.148996644;"All";"+";"H";"H";"All"
"SJYALSS5001";9.769;54.92517;"Biota";"CD";"HM";1.264143134;"All";"+";"H";"H";"All"
"SJYALSS5001";9.769;54.92517;"Biota";"FLU";"Org";0.243994535;"All";"+";"H";"H";"All"
"SJYALSS5001";9.769;54.92517;"Biota";"HG";"HM";0.408361366;"All";"+";"H";"H";"All"
"SJYALSS5001";9.769;54.92517;"Biota";"PB";"HM";0.525105097;"All";"+";"H";"H";"All"
"SJYAUGF5006";9.847;54.942;"Sediment";"ANT";"Org";0.517074807;"All";"+";"H";"H";"All"
"SJYAUGF5006";9.847;54.942;"Sediment";"CD";"HM";0.408256077;"All";"+";"H";"H";"All"
"SJYAUGF5006";9.847;54.942;"Sediment";"PB";"HM";0.216380128;"All";"+";"H";"H";"All"
"SJYAUGF5007";9.77217;54.98483;"Sediment";"ANT";"Org";0.034545068;"All";"+";"H";"H";"All"
"SJYAUGF5007";9.77217;54.98483;"Sediment";"CD";"HM";0.866284811;"All";"+";"H";"H";"All"
"SJYAUGF5007";9.77217;54.98483;"Sediment";"PB";"HM";0.425264057;"All";"+";"H";"H";"All"
"SJYAUGF5011";9.83333;54.95333;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"SJYAUGF5011";9.83333;54.95333;"Biota";"CD";"HM";1.743553322;"All";"+";"H";"H";"All"
"SJYAUGF5011";9.83333;54.95333;"Biota";"FLU";"Org";0.153333333;"All";"+";"H";"H";"All"
"SJYAUGF5011";9.83333;54.95333;"Biota";"HG";"HM";0.78012;"All";"+";"H";"H";"All"
"SJYAUGF5011";9.83333;54.95333;"Biota";"PB";"HM";0.572243141;"All";"+";"H";"H";"All"
"SJYFFIN5001";9.437;54.83367;"Biota";"BAP";"Org";0.08570898;"All";"+";"H";"H";"All"
"SJYFFIN5001";9.437;54.83367;"Biota";"CD";"HM";1.527107409;"All";"+";"H";"H";"All"
"SJYFFIN5001";9.437;54.83367;"Biota";"FLU";"Org";0.097574107;"All";"+";"H";"H";"All"
"SJYFFIN5001";9.437;54.83367;"Biota";"HG";"HM";0.701882928;"All";"+";"H";"H";"All"
"SJYFFIN5001";9.437;54.83367;"Biota";"PB";"HM";0.676835489;"All";"+";"H";"H";"All"
"SJYFFIN5007";9.52917;54.86283;"Sediment";"ANT";"Org";0.635876841;"All";"+";"H";"H";"All"
"SJYFFIN5007";9.52917;54.86283;"Sediment";"CD";"HM";0.610869565;"All";"+";"H";"H";"All"
"SJYFFIN5007";9.52917;54.86283;"Sediment";"PB";"HM";0.646038251;"All";"+";"H";"H";"All"
"SJYFFML5015";9.62583;54.92833;"Biota";"BAP";"Org";0.12;"All";"+";"H";"H";"All"
"SJYFFML5015";9.62583;54.92833;"Biota";"CD";"HM";1.503496503;"All";"+";"H";"H";"All"
"SJYFFML5015";9.62583;54.92833;"Biota";"FLU";"Org";0.093333333;"All";"+";"H";"H";"All"
"SJYFFML5015";9.62583;54.92833;"Biota";"HG";"HM";0.664;"All";"+";"H";"H";"All"
"SJYFFML5015";9.62583;54.92833;"Biota";"PB";"HM";0.860677784;"All";"+";"H";"H";"All"
"SJYFFSB5002";9.76573;54.8926;"Sediment";"ANT";"Org";0.845176572;"All";"+";"H";"H";"All"
"SJYFFSB5006";9.64333;54.85667;"Biota";"BAP";"Org";0.1;"All";"+";"H";"H";"All"
"SJYFFSB5006";9.64333;54.85667;"Biota";"CD";"HM";0.860839161;"All";"+";"H";"H";"All"
"SJYFFSB5006";9.64333;54.85667;"Biota";"FLU";"Org";0.326666667;"All";"+";"H";"H";"All"
"SJYFFSB5006";9.64333;54.85667;"Biota";"HG";"HM";0.2462;"All";"+";"H";"H";"All"
"SJYFFSB5006";9.64333;54.85667;"Biota";"PB";"HM";0.66218397;"All";"+";"H";"H";"All"
"SJYKFF2";9.48333;54.84167;"Sediment";"ANT";"Org";1.375609299;"All";"+";"H";"H";"All"
"SJYKFF2";9.48333;54.84167;"Sediment";"CD";"HM";1.091525468;"All";"+";"H";"H";"All"
"SJYKFF2";9.48333;54.84167;"Sediment";"PB";"HM";0.89963716;"All";"+";"H";"H";"All"
"SJYKFF5";9.48467;54.83783;"Sediment";"ANT";"Org";0.564102564;"All";"+";"H";"H";"All"
"SJYLBBR5002";9.64033;55.39083;"Sediment";"ANT";"Org";0.677710843;"All";"+";"H";"H";"All"
"SJYLBBR5002";9.64033;55.39083;"Sediment";"CD";"HM";0.384752521;"All";"+";"H";"H";"All"
"SJYLBBR5002";9.64033;55.39083;"Sediment";"PB";"HM";0.42135658;"All";"+";"H";"H";"All"
"SJYLBBR5003";9.6805;55.32833;"Sediment";"ANT";"Org";0.35046729;"All";"+";"H";"H";"All"
"SJYLBBR5003";9.6805;55.32833;"Sediment";"CD";"HM";0.448228415;"All";"+";"H";"H";"All"
"SJYLBBR5003";9.6805;55.32833;"Sediment";"PB";"HM";0.356333539;"All";"+";"H";"H";"All"
"SJYLBBR5007";9.62767;55.37517;"Biota";"BAP";"Org";0.18;"All";"+";"H";"H";"All"
"SJYLBBR5007";9.62767;55.37517;"Biota";"CD";"HM";1.237638403;"All";"+";"H";"H";"All"
"SJYLBBR5007";9.62767;55.37517;"Biota";"FLU";"Org";0.16;"All";"+";"H";"H";"All"
"SJYLBBR5007";9.62767;55.37517;"Biota";"HG";"HM";0.64611;"All";"+";"H";"H";"All"
"SJYLBBR5007";9.62767;55.37517;"Biota";"PB";"HM";0.514900484;"All";"+";"H";"H";"All"
"SJYLBHN5003";9.57633;55.37267;"Biota";"BAP";"Org";0.324;"All";"+";"H";"H";"All"
"SJYLBHN5003";9.57633;55.37267;"Biota";"CD";"HM";0.508588287;"All";"+";"H";"H";"All"
"SJYLBHN5003";9.57633;55.37267;"Biota";"FLU";"Org";0.253666667;"All";"+";"H";"H";"All"
